"VariableName","Value","ValueLabel"
"Carnegie Classification 2018: Basic (HD2020)","29","Special Focus Four-Year: Business & Management Schools"
"Carnegie Classification 2018: Basic (HD2020)","30","Special Focus Four-Year: Arts, Music & Design Schools"
"Carnegie Classification 2018: Basic (HD2020)","31","Special Focus Four-Year: Law Schools"
"Carnegie Classification 2018: Basic (HD2020)","32","Special Focus Four-Year: Other Special Focus Institutions"
"Carnegie Classification 2018: Basic (HD2020)","33","Tribal Colleges"
"Carnegie Classification 2018: Basic (HD2020)","-2","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)"
"Data Feedback Report - Institution submitted a custom comparison group (HD2020)","1","Yes, institution submitted a custom comparison group"
"Data Feedback Report - Institution submitted a custom comparison group (HD2020)","2","No, institution did not submit a custom comparison group"
"Data Feedback Report - Institution submitted a custom comparison group (HD2020)","-1","Not reported"
"Data Feedback Report - Institution submitted a custom comparison group (HD2020)","-2","Not applicable"
"Institution size category (HD2020)","1","Under 1,000"
"Institution size category (HD2020)","2","1,000 - 4,999"
"Institution size category (HD2020)","3","5,000 - 9,999"
"Institution size category (HD2020)","4","10,000 - 19,999"
"Institution size category (HD2020)","5","20,000 and above"
"Institution size category (HD2020)","-1","Not reported"
"Institution size category (HD2020)","-2","Not applicable"
"Does institution have a tenure system (FLAGS2020)","1","Has tenure system"
"Does institution have a tenure system (FLAGS2020)","2","No tenure system"
"Does institution have a tenure system (FLAGS2020)","-1","Not reported"
"Does institution have a tenure system (FLAGS2020)","-2","Not applicable"
"State abbreviation (HD2022)","AL","Alabama"
"State abbreviation (HD2022)","AK","Alaska"
"State abbreviation (HD2022)","AZ","Arizona"
"State abbreviation (HD2022)","AR","Arkansas"
"State abbreviation (HD2022)","CA","California"
"State abbreviation (HD2022)","CO","Colorado"
"State abbreviation (HD2022)","CT","Connecticut"
"State abbreviation (HD2022)","DE","Delaware"
"State abbreviation (HD2022)","DC","District of Columbia"
"State abbreviation (HD2022)","FL","Florida"
"State abbreviation (HD2022)","GA","Georgia"
"State abbreviation (HD2022)","HI","Hawaii"
"State abbreviation (HD2022)","ID","Idaho"
"State abbreviation (HD2022)","IL","Illinois"
"State abbreviation (HD2022)","IN","Indiana"
"State abbreviation (HD2022)","IA","Iowa"
"State abbreviation (HD2022)","KS","Kansas"
"State abbreviation (HD2022)","KY","Kentucky"
"State abbreviation (HD2022)","LA","Louisiana"
"State abbreviation (HD2022)","ME","Maine"
"State abbreviation (HD2022)","MD","Maryland"
"State abbreviation (HD2022)","MA","Massachusetts"
"State abbreviation (HD2022)","MI","Michigan"
"State abbreviation (HD2022)","MN","Minnesota"
"State abbreviation (HD2022)","MS","Mississippi"
"State abbreviation (HD2022)","MO","Missouri"
"State abbreviation (HD2022)","MT","Montana"
"State abbreviation (HD2022)","NE","Nebraska"
"State abbreviation (HD2022)","NV","Nevada"
"State abbreviation (HD2022)","NH","New Hampshire"
"State abbreviation (HD2022)","NJ","New Jersey"
"State abbreviation (HD2022)","NM","New Mexico"
"State abbreviation (HD2022)","NY","New York"
"State abbreviation (HD2022)","NC","North Carolina"
"State abbreviation (HD2022)","ND","North Dakota"
"State abbreviation (HD2022)","OH","Ohio"
"State abbreviation (HD2022)","OK","Oklahoma"
"State abbreviation (HD2022)","OR","Oregon"
"State abbreviation (HD2022)","PA","Pennsylvania"
"State abbreviation (HD2022)","RI","Rhode Island"
"State abbreviation (HD2022)","SC","South Carolina"
"State abbreviation (HD2022)","SD","South Dakota"
"State abbreviation (HD2022)","TN","Tennessee"
"State abbreviation (HD2022)","TX","Texas"
"State abbreviation (HD2022)","UT","Utah"
"State abbreviation (HD2022)","VT","Vermont"
"State abbreviation (HD2022)","VA","Virginia"
"State abbreviation (HD2022)","WA","Washington"
"State abbreviation (HD2022)","WV","West Virginia"
"State abbreviation (HD2022)","WI","Wisconsin"
"State abbreviation (HD2022)","WY","Wyoming"
"State abbreviation (HD2022)","AS","American Samoa"
"State abbreviation (HD2022)","FM","Federated States of Micronesia"
"State abbreviation (HD2022)","GU","Guam"
"State abbreviation (HD2022)","MH","Marshall Islands"
"State abbreviation (HD2022)","MP","Northern Marianas"
"State abbreviation (HD2022)","PW","Palau"
"State abbreviation (HD2022)","PR","Puerto Rico"
"State abbreviation (HD2022)","VI","Virgin Islands"
"Degree-granting status (HD2022)","1","Degree-granting"
"Degree-granting status (HD2022)","2","Nondegree-granting, primarily postsecondary"
